relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex
272752;1786899036465;150D;Fahrstatistik Max/Ø;20;91;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
273798;1786899037511;1502;Akkuinformationen;16;91;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
274223;1786899037936;1505;BikePerformance / Fahrleistung;18;89;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
274426;1786899038139;1506;Trip / Kilometer & Betriebszähler;16;92;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
274841;1786899038554;1508;Settings / Licht & Fahrstufe;17;92;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
275046;1786899038759;1509;BatteryChange / Akku-Livestand;11;92;–;00-00-FF-FF-46-C3-50-00-00-00-00
275258;1786899038971;150A;MotorUpdate / Motor-Livestand;10;92;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
275462;1786899039175;150B;Motor-/Controllerblock;20;92;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
275675;1786899039388;150D;Fahrstatistik Max/Ø;20;92;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
276722;1786899040435;1502;Akkuinformationen;16;92;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
277139;1786899040852;1505;BikePerformance / Fahrleistung;18;90;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
277340;1786899041053;1506;Trip / Kilometer & Betriebszähler;16;93;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
277758;1786899041471;1508;Settings / Licht & Fahrstufe;17;93;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
277970;1786899041683;1509;BatteryChange / Akku-Livestand;11;93;6;00-00-FF-FF-46-C3-B4-00-00-00-00
278173;1786899041886;150A;MotorUpdate / Motor-Livestand;10;93;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
278390;1786899042103;150B;Motor-/Controllerblock;20;93;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
278599;1786899042312;150D;Fahrstatistik Max/Ø;20;93;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
279636;1786899043349;1502;Akkuinformationen;16;93;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
280050;1786899043763;1505;BikePerformance / Fahrleistung;18;91;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
280276;1786899043989;1506;Trip / Kilometer & Betriebszähler;16;94;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
280694;1786899044407;1508;Settings / Licht & Fahrstufe;17;94;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
280886;1786899044599;1509;BatteryChange / Akku-Livestand;11;94;–;00-00-FF-FF-46-C3-B4-00-00-00-00
281100;1786899044813;150A;MotorUpdate / Motor-Livestand;10;94;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
281314;1786899045027;150B;Motor-/Controllerblock;20;94;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
281517;1786899045230;150D;Fahrstatistik Max/Ø;20;94;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
282563;1786899046276;1502;Akkuinformationen;16;94;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
282979;1786899046692;1505;BikePerformance / Fahrleistung;18;92;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
283193;1786899046906;1506;Trip / Kilometer & Betriebszähler;16;95;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
283607;1786899047320;1508;Settings / Licht & Fahrstufe;17;95;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
283812;1786899047525;1509;BatteryChange / Akku-Livestand;11;95;–;00-00-FF-FF-46-C3-B4-00-00-00-00
284025;1786899047738;150A;MotorUpdate / Motor-Livestand;10;95;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
284226;1786899047939;150B;Motor-/Controllerblock;20;95;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
284441;1786899048154;150D;Fahrstatistik Max/Ø;20;95;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
285487;1786899049200;1502;Akkuinformationen;16;95;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
285903;1786899049616;1505;BikePerformance / Fahrleistung;18;93;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
286106;1786899049819;1506;Trip / Kilometer & Betriebszähler;16;96;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
286523;1786899050236;1508;Settings / Licht & Fahrstufe;17;96;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
286739;1786899050452;1509;BatteryChange / Akku-Livestand;11;96;–;00-00-FF-FF-46-C3-B4-00-00-00-00
286937;1786899050650;150A;MotorUpdate / Motor-Livestand;10;96;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
287152;1786899050865;150B;Motor-/Controllerblock;20;96;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
287367;1786899051080;150D;Fahrstatistik Max/Ø;20;96;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
288400;1786899052113;1502;Akkuinformationen;16;96;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
288818;1786899052531;1505;BikePerformance / Fahrleistung;18;94;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
289029;1786899052742;1506;Trip / Kilometer & Betriebszähler;16;97;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
289445;1786899053158;1508;Settings / Licht & Fahrstufe;17;97;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
289663;1786899053376;1509;BatteryChange / Akku-Livestand;11;97;–;00-00-FF-FF-46-C3-B4-00-00-00-00
289862;1786899053575;150A;MotorUpdate / Motor-Livestand;10;97;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
290077;1786899053790;150B;Motor-/Controllerblock;20;97;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
290276;1786899053989;150D;Fahrstatistik Max/Ø;20;97;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
291326;1786899055039;1502;Akkuinformationen;16;97;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
291740;1786899055453;1505;BikePerformance / Fahrleistung;18;95;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
291955;1786899055668;1506;Trip / Kilometer & Betriebszähler;16;98;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
292372;1786899056085;1508;Settings / Licht & Fahrstufe;17;98;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
292574;1786899056287;1509;BatteryChange / Akku-Livestand;11;98;–;00-00-FF-FF-46-C3-B4-00-00-00-00
292788;1786899056501;150A;MotorUpdate / Motor-Livestand;10;98;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
292990;1786899056703;150B;Motor-/Controllerblock;20;98;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
293204;1786899056917;150D;Fahrstatistik Max/Ø;20;98;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
294250;1786899057963;1502;Akkuinformationen;16;98;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
294668;1786899058381;1505;BikePerformance / Fahrleistung;18;96;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
294870;1786899058583;1506;Trip / Kilometer & Betriebszähler;16;99;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
295284;1786899058997;1508;Settings / Licht & Fahrstufe;17;99;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
295500;1786899059213;1509;BatteryChange / Akku-Livestand;11;99;–;00-00-FF-FF-46-C3-B4-00-00-00-00
295701;1786899059414;150A;MotorUpdate / Motor-Livestand;10;99;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
295914;1786899059627;150B;Motor-/Controllerblock;20;99;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
296130;1786899059843;150D;Fahrstatistik Max/Ø;20;99;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
297164;1786899060877;1502;Akkuinformationen;16;99;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
297579;1786899061292;1505;BikePerformance / Fahrleistung;18;97;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
297793;1786899061506;1506;Trip / Kilometer & Betriebszähler;16;100;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
298208;1786899061921;1508;Settings / Licht & Fahrstufe;17;100;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
298423;1786899062136;1509;BatteryChange / Akku-Livestand;11;100;–;00-00-FF-FF-46-C3-B4-00-00-00-00
298625;1786899062338;150A;MotorUpdate / Motor-Livestand;10;100;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
298839;1786899062552;150B;Motor-/Controllerblock;20;100;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
299044;1786899062757;150D;Fahrstatistik Max/Ø;20;100;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
300089;1786899063802;1502;Akkuinformationen;16;100;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
300503;1786899064216;1505;BikePerformance / Fahrleistung;18;98;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
300721;1786899064434;1506;Trip / Kilometer & Betriebszähler;16;101;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
301133;1786899064846;1508;Settings / Licht & Fahrstufe;17;101;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
301338;1786899065051;1509;BatteryChange / Akku-Livestand;11;101;–;00-00-FF-FF-46-C3-B4-00-00-00-00
301552;1786899065265;150A;MotorUpdate / Motor-Livestand;10;101;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
301754;1786899065467;150B;Motor-/Controllerblock;20;101;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
301967;1786899065680;150D;Fahrstatistik Max/Ø;20;101;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
303014;1786899066727;1502;Akkuinformationen;16;101;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
303430;1786899067143;1505;BikePerformance / Fahrleistung;18;99;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
303634;1786899067347;1506;Trip / Kilometer & Betriebszähler;16;102;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
304052;1786899067765;1508;Settings / Licht & Fahrstufe;17;102;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
304265;1786899067978;1509;BatteryChange / Akku-Livestand;11;102;–;00-00-FF-FF-46-C3-B4-00-00-00-00
304478;1786899068191;150A;MotorUpdate / Motor-Livestand;10;102;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
304678;1786899068391;150B;Motor-/Controllerblock;20;102;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
304894;1786899068607;150D;Fahrstatistik Max/Ø;20;102;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
305928;1786899069641;1502;Akkuinformationen;16;102;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
306357;1786899070070;1505;BikePerformance / Fahrleistung;18;100;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
306560;1786899070273;1506;Trip / Kilometer & Betriebszähler;16;103;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
306973;1786899070686;1508;Settings / Licht & Fahrstufe;17;103;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
307187;1786899070900;1509;BatteryChange / Akku-Livestand;11;103;5,6;00-00-FF-FF-46-C4-7C-00-00-00-00
307392;1786899071105;150A;MotorUpdate / Motor-Livestand;10;103;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
307605;1786899071318;150B;Motor-/Controllerblock;20;103;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
307806;1786899071519;150D;Fahrstatistik Max/Ø;20;103;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
308853;1786899072566;1502;Akkuinformationen;16;103;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
309268;1786899072981;1505;BikePerformance / Fahrleistung;18;101;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
309483;1786899073196;1506;Trip / Kilometer & Betriebszähler;16;104;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
309900;1786899073613;1508;Settings / Licht & Fahrstufe;17;104;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
310102;1786899073815;1509;BatteryChange / Akku-Livestand;11;104;–;00-00-FF-FF-46-C4-7C-00-00-00-00
310318;1786899074031;150A;MotorUpdate / Motor-Livestand;10;104;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
310521;1786899074234;150B;Motor-/Controllerblock;20;104;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
310732;1786899074445;150D;Fahrstatistik Max/Ø;20;104;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
311779;1786899075492;1502;Akkuinformationen;16;104;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
312195;1786899075908;1505;BikePerformance / Fahrleistung;18;102;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
312399;1786899076112;1506;Trip / Kilometer & Betriebszähler;16;105;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
312813;1786899076526;1508;Settings / Licht & Fahrstufe;17;105;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
313026;1786899076739;1509;BatteryChange / Akku-Livestand;11;105;5,6;00-00-FF-FF-46-C3-B4-00-00-00-00
313241;1786899076954;150A;MotorUpdate / Motor-Livestand;10;105;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
313446;1786899077159;150B;Motor-/Controllerblock;20;105;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
313658;1786899077371;150D;Fahrstatistik Max/Ø;20;105;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
314693;1786899078406;1502;Akkuinformationen;16;105;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
315119;1786899078832;1505;BikePerformance / Fahrleistung;18;103;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
315324;1786899079037;1506;Trip / Kilometer & Betriebszähler;16;106;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
315738;1786899079451;1508;Settings / Licht & Fahrstufe;17;106;3;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
315952;1786899079665;1509;BatteryChange / Akku-Livestand;11;106;5,6;00-00-FF-FF-46-C4-7C-00-00-00-00
316154;1786899079867;150A;MotorUpdate / Motor-Livestand;10;106;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
316368;1786899080081;150B;Motor-/Controllerblock;20;106;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
316571;1786899080284;150D;Fahrstatistik Max/Ø;20;106;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
317617;1786899081330;1502;Akkuinformationen;16;106;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
318033;1786899081746;1505;BikePerformance / Fahrleistung;18;104;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
318247;1786899081960;1506;Trip / Kilometer & Betriebszähler;16;107;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
318663;1786899082376;1508;Settings / Licht & Fahrstufe;17;107;3;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
318867;1786899082580;1509;BatteryChange / Akku-Livestand;11;107;–;00-00-FF-FF-46-C4-7C-00-00-00-00
319080;1786899082793;150A;MotorUpdate / Motor-Livestand;10;107;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
319296;1786899083009;150B;Motor-/Controllerblock;20;107;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
319496;1786899083209;150D;Fahrstatistik Max/Ø;20;107;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
320542;1786899084255;1502;Akkuinformationen;16;107;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
320959;1786899084672;1505;BikePerformance / Fahrleistung;18;105;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
321164;1786899084877;1506;Trip / Kilometer & Betriebszähler;16;108;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
321589;1786899085302;1508;Settings / Licht & Fahrstufe;17;108;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
321791;1786899085504;1509;BatteryChange / Akku-Livestand;11;108;6;00-00-FF-FF-46-C4-18-00-00-00-00
322008;1786899085721;150A;MotorUpdate / Motor-Livestand;10;108;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
322207;1786899085920;150B;Motor-/Controllerblock;20;108;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
322423;1786899086136;150D;Fahrstatistik Max/Ø;20;108;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
323456;1786899087169;1502;Akkuinformationen;16;108;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
323884;1786899087597;1505;BikePerformance / Fahrleistung;18;106;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
324087;1786899087800;1506;Trip / Kilometer & Betriebszähler;16;109;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
