relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;payload_sha256;public_redaction
57514;1786821003079;1502;Akkuinformationen;16;19;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
57930;1786821003495;1505;BikePerformance / Fahrleistung;18;19;0,1,2,3,7;00-00-00-00-FF-FF-00-BE-FF-FF-FF-FF-FF-00-00-00-00-00;;
58132;1786821003697;1506;Trip / Kilometer & Betriebszähler;16;19;7;00-00-1B-A6-00-02-25-26-00-00-02-C3-00-00-00-00;;
58548;1786821004113;1508;Settings / Licht & Fahrstufe;17;19;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
58765;1786821004330;1509;BatteryChange / Akku-Livestand;11;19;0,1,5,6,9,10;03-E8-FF-FF-4B-C4-7C-00-00-00-32;;
58964;1786821004529;150A;MotorUpdate / Motor-Livestand;10;19;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;;
59180;1786821004745;150B;Motor-/Controllerblock;20;19;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
59393;1786821004958;150D;Zweite Fahrstatistik;20;19;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
60428;1786821005993;1502;Akkuinformationen;16;20;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
60845;1786821006410;1505;BikePerformance / Fahrleistung;18;20;0,1,2,3,7;01-F4-01-F4-FF-FF-00-AB-FF-FF-FF-FF-FF-00-00-00-00-00;;
61057;1786821006622;1506;Trip / Kilometer & Betriebszähler;16;20;7;00-00-1B-A6-00-02-25-29-00-00-02-C3-00-00-00-00;;
61476;1786821007041;1508;Settings / Licht & Fahrstufe;17;20;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
61686;1786821007251;1509;BatteryChange / Akku-Livestand;11;20;0,1,6;00-00-FF-FF-4B-C4-E0-00-00-00-32;;
61889;1786821007454;150A;MotorUpdate / Motor-Livestand;10;20;–;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;;
62104;1786821007669;150B;Motor-/Controllerblock;20;20;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
62305;1786821007870;150D;Zweite Fahrstatistik;20;20;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
63354;1786821008919;1502;Akkuinformationen;16;21;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
63769;1786821009334;1505;BikePerformance / Fahrleistung;18;21;0,1,2,3,7;11-44-11-44-FF-FF-00-C5-FF-FF-FF-FF-FF-00-00-00-00-00;;
63982;1786821009547;1506;Trip / Kilometer & Betriebszähler;16;21;7;00-00-1B-A6-00-02-25-2C-00-00-02-C3-00-00-00-00;;
64395;1786821009960;1508;Settings / Licht & Fahrstufe;17;21;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
64602;1786821010167;1509;BatteryChange / Akku-Livestand;11;21;0,1,5,6,10;0B-B8-FF-FF-4B-C3-B4-00-00-00-96;;
64813;1786821010378;150A;MotorUpdate / Motor-Livestand;10;21;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF;;
65015;1786821010580;150B;Motor-/Controllerblock;20;21;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
65231;1786821010796;150D;Zweite Fahrstatistik;20;21;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
66265;1786821011830;1502;Akkuinformationen;16;22;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
66693;1786821012258;1505;BikePerformance / Fahrleistung;18;22;0,1,2,3,7;01-F4-01-F4-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
66896;1786821012461;1506;Trip / Kilometer & Betriebszähler;16;22;3,7;00-00-1B-A7-00-02-25-2F-00-00-02-C3-00-00-00-00;;
67314;1786821012879;1508;Settings / Licht & Fahrstufe;17;22;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
67524;1786821013089;1509;BatteryChange / Akku-Livestand;11;22;0,1,5,6,10;00-00-FF-FF-4B-C5-44-00-00-00-00;;
67729;1786821013294;150A;MotorUpdate / Motor-Livestand;10;22;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
67942;1786821013507;150B;Motor-/Controllerblock;20;22;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
68144;1786821013709;150D;Zweite Fahrstatistik;20;22;3;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
69191;1786821014756;1502;Akkuinformationen;16;23;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
69604;1786821015169;1505;BikePerformance / Fahrleistung;18;23;0,1,2,3;00-00-00-00-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
69820;1786821015385;1506;Trip / Kilometer & Betriebszähler;16;23;7;00-00-1B-A7-00-02-25-32-00-00-02-C3-00-00-00-00;;
70239;1786821015804;1508;Settings / Licht & Fahrstufe;17;23;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
70439;1786821016004;1509;BatteryChange / Akku-Livestand;11;23;5,6;00-00-FF-FF-4B-C4-E0-00-00-00-00;;
70654;1786821016219;150A;MotorUpdate / Motor-Livestand;10;23;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
70865;1786821016430;150B;Motor-/Controllerblock;20;23;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
71070;1786821016635;150D;Zweite Fahrstatistik;20;23;–;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
72117;1786821017682;1502;Akkuinformationen;16;24;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
72530;1786821018095;1505;BikePerformance / Fahrleistung;18;24;7;00-00-00-00-FF-FF-00-BA-FF-FF-FF-FF-FF-00-00-00-00-00;;
72747;1786821018312;1506;Trip / Kilometer & Betriebszähler;16;24;7;00-00-1B-A7-00-02-25-35-00-00-02-C3-00-00-00-00;;
73152;1786821018717;1508;Settings / Licht & Fahrstufe;17;24;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
73366;1786821018931;1509;BatteryChange / Akku-Livestand;11;24;5,6;00-00-FF-FF-4B-C5-44-00-00-00-00;;
73567;1786821019132;150A;MotorUpdate / Motor-Livestand;10;24;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
73780;1786821019345;150B;Motor-/Controllerblock;20;24;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
73994;1786821019559;150D;Zweite Fahrstatistik;20;24;–;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
75032;1786821020597;1502;Akkuinformationen;16;25;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
75446;1786821021011;1505;BikePerformance / Fahrleistung;18;25;7;00-00-00-00-FF-FF-00-96-FF-FF-FF-FF-FF-00-00-00-00-00;;
75661;1786821021226;1506;Trip / Kilometer & Betriebszähler;16;25;7;00-00-1B-A7-00-02-25-37-00-00-02-C3-00-00-00-00;;
76076;1786821021641;1508;Settings / Licht & Fahrstufe;17;25;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
76277;1786821021842;1509;BatteryChange / Akku-Livestand;11;25;0,1,5,6,10;03-E8-FF-FF-4B-C4-7C-00-00-00-32;;
76491;1786821022056;150A;MotorUpdate / Motor-Livestand;10;25;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;;
76707;1786821022272;150B;Motor-/Controllerblock;20;25;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
76910;1786821022475;150D;Zweite Fahrstatistik;20;25;–;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
77957;1786821023522;1502;Akkuinformationen;16;26;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
78371;1786821023936;1505;BikePerformance / Fahrleistung;18;26;0,1,2,3,7;03-E8-03-E8-FF-FF-00-8D-FF-FF-FF-FF-FF-00-00-00-00-00;;
78574;1786821024139;1506;Trip / Kilometer & Betriebszähler;16;26;7;00-00-1B-A7-00-02-25-3A-00-00-02-C3-00-00-00-00;;
79003;1786821024568;1508;Settings / Licht & Fahrstufe;17;26;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
79205;1786821024770;1509;BatteryChange / Akku-Livestand;11;26;0,1,10;07-D0-FF-FF-4B-C4-7C-00-00-00-64;;
79420;1786821024985;150A;MotorUpdate / Motor-Livestand;10;26;–;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;;
79620;1786821025185;150B;Motor-/Controllerblock;20;26;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
79834;1786821025399;150D;Zweite Fahrstatistik;20;26;–;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
80870;1786821026435;1502;Akkuinformationen;16;27;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
81299;1786821026864;1505;BikePerformance / Fahrleistung;18;27;0,1,2,3,7;01-F4-01-F4-FF-FF-00-88-FF-FF-FF-FF-FF-00-00-00-00-00;;
81500;1786821027065;1506;Trip / Kilometer & Betriebszähler;16;27;7;00-00-1B-A7-00-02-25-3D-00-00-02-C3-00-00-00-00;;
81915;1786821027480;1508;Settings / Licht & Fahrstufe;17;27;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
82129;1786821027694;1509;BatteryChange / Akku-Livestand;11;27;0,1,10;03-E8-FF-FF-4B-C4-7C-00-00-00-32;;
82331;1786821027896;150A;MotorUpdate / Motor-Livestand;10;27;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
82544;1786821028109;150B;Motor-/Controllerblock;20;27;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
82747;1786821028312;150D;Zweite Fahrstatistik;20;27;–;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
83795;1786821029360;1502;Akkuinformationen;16;28;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
84211;1786821029776;1505;BikePerformance / Fahrleistung;18;28;7;01-F4-01-F4-FF-FF-00-79-FF-FF-FF-FF-FF-00-00-00-00-00;;
84424;1786821029989;1506;Trip / Kilometer & Betriebszähler;16;28;7;00-00-1B-A7-00-02-25-40-00-00-02-C3-00-00-00-00;;
84840;1786821030405;1508;Settings / Licht & Fahrstufe;17;28;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
85043;1786821030608;1509;BatteryChange / Akku-Livestand;11;28;6;03-E8-FF-FF-4B-C4-E0-00-00-00-32;;
85258;1786821030823;150A;MotorUpdate / Motor-Livestand;10;28;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;;
85457;1786821031022;150B;Motor-/Controllerblock;20;28;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
85673;1786821031238;150D;Zweite Fahrstatistik;20;28;–;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
86719;1786821032284;1502;Akkuinformationen;16;29;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
87136;1786821032701;1505;BikePerformance / Fahrleistung;18;29;0,1,2,3,7;03-E8-03-E8-FF-FF-00-65-FF-FF-FF-FF-FF-00-00-00-00-00;;
87338;1786821032903;1506;Trip / Kilometer & Betriebszähler;16;29;7;00-00-1B-A7-00-02-25-43-00-00-02-C3-00-00-00-00;;
87755;1786821033320;1508;Settings / Licht & Fahrstufe;17;29;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
87969;1786821033534;1509;BatteryChange / Akku-Livestand;11;29;0,1,5,6,10;07-D0-FF-FF-4B-C3-B4-00-00-00-64;;
88171;1786821033736;150A;MotorUpdate / Motor-Livestand;10;29;0,1;07-D0-FF-FF-FF-FF-FF-FF-FF-FF;;
88384;1786821033949;150B;Motor-/Controllerblock;20;29;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
88588;1786821034153;150D;Zweite Fahrstatistik;20;29;–;00-DA-00-63-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
89633;1786821035198;1502;Akkuinformationen;16;30;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
90048;1786821035613;1505;BikePerformance / Fahrleistung;18;30;0,1,2,3,7;01-F4-01-F4-FF-FF-00-74-FF-FF-FF-FF-FF-00-00-00-00-00;;
90263;1786821035828;1506;Trip / Kilometer & Betriebszähler;16;30;7;00-00-1B-A7-00-02-25-46-00-00-02-C3-00-00-00-00;;
90678;1786821036243;1508;Settings / Licht & Fahrstufe;17;30;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
90882;1786821036447;1509;BatteryChange / Akku-Livestand;11;30;5,6;07-D0-FF-FF-4B-C4-7C-00-00-00-64;;
91094;1786821036659;150A;MotorUpdate / Motor-Livestand;10;30;–;07-D0-FF-FF-FF-FF-FF-FF-FF-FF;;
91310;1786821036875;150B;Motor-/Controllerblock;20;30;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
91512;1786821037077;150D;Zweite Fahrstatistik;20;30;3;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
92558;1786821038123;1502;Akkuinformationen;16;31;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
92977;1786821038542;1505;BikePerformance / Fahrleistung;18;31;7;01-F4-01-F4-FF-FF-00-69-FF-FF-FF-FF-FF-00-00-00-00-00;;
93177;1786821038742;1506;Trip / Kilometer & Betriebszähler;16;31;3,7,11;00-00-1B-A8-00-02-25-49-00-00-02-C4-00-00-00-00;;
93595;1786821039160;1508;Settings / Licht & Fahrstufe;17;31;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
93809;1786821039374;1509;BatteryChange / Akku-Livestand;11;31;0,1,10;03-E8-FF-FF-4B-C4-7C-00-00-00-32;;
94010;1786821039575;150A;MotorUpdate / Motor-Livestand;10;31;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF;;
94225;1786821039790;150B;Motor-/Controllerblock;20;31;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
94440;1786821040005;150D;Zweite Fahrstatistik;20;31;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
95474;1786821041039;1502;Akkuinformationen;16;32;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
95888;1786821041453;1505;BikePerformance / Fahrleistung;18;32;0,1,2,3,7;09-B0-09-B0-FF-FF-00-67-FF-FF-FF-FF-FF-00-00-00-00-00;;
96105;1786821041670;1506;Trip / Kilometer & Betriebszähler;16;32;7;00-00-1B-A8-00-02-25-4C-00-00-02-C4-00-00-00-00;;
96518;1786821042083;1508;Settings / Licht & Fahrstufe;17;32;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
96735;1786821042300;1509;BatteryChange / Akku-Livestand;11;32;0,1,5,6,9,10;23-28-FF-FF-4B-C0-94-00-00-01-BB;;
96934;1786821042499;150A;MotorUpdate / Motor-Livestand;10;32;0,1;1F-40-FF-FF-FF-FF-FF-FF-FF-FF;;
97149;1786821042714;150B;Motor-/Controllerblock;20;32;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
97350;1786821042915;150D;Zweite Fahrstatistik;20;32;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
98398;1786821043963;1502;Akkuinformationen;16;33;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
98812;1786821044377;1505;BikePerformance / Fahrleistung;18;33;0,1,2,3,7;0F-28-0F-28-FF-FF-00-BC-FF-FF-FF-FF-FF-00-00-00-00-00;;
99027;1786821044592;1506;Trip / Kilometer & Betriebszähler;16;33;7;00-00-1B-A8-00-02-25-4F-00-00-02-C4-00-00-00-00;;
99443;1786821045008;1508;Settings / Licht & Fahrstufe;17;33;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
99644;1786821045209;1509;BatteryChange / Akku-Livestand;11;33;0,1,5,6,10;27-10-FF-FF-4B-BE-A0-00-00-01-E8;;
99859;1786821045424;150A;MotorUpdate / Motor-Livestand;10;33;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF;;
100063;1786821045628;150B;Motor-/Controllerblock;20;33;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
100275;1786821045840;150D;Zweite Fahrstatistik;20;33;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
101322;1786821046887;1502;Akkuinformationen;16;34;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
101740;1786821047305;1505;BikePerformance / Fahrleistung;18;34;0,1,2,3,7;00-00-00-00-FF-FF-00-BB-FF-FF-FF-FF-FF-00-00-00-00-00;;
101941;1786821047506;1506;Trip / Kilometer & Betriebszähler;16;34;7;00-00-1B-A8-00-02-25-52-00-00-02-C4-00-00-00-00;;
102357;1786821047922;1508;Settings / Licht & Fahrstufe;17;34;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
102571;1786821048136;1509;BatteryChange / Akku-Livestand;11;34;5,6,10;27-10-FF-FF-4B-BF-68-00-00-01-EA;;
102773;1786821048338;150A;MotorUpdate / Motor-Livestand;10;34;0,1;23-28-FF-FF-FF-FF-FF-FF-FF-FF;;
102987;1786821048552;150B;Motor-/Controllerblock;20;34;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
103190;1786821048755;150D;Zweite Fahrstatistik;20;34;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
104236;1786821049801;1502;Akkuinformationen;16;35;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
104651;1786821050216;1505;BikePerformance / Fahrleistung;18;35;7;00-00-00-00-FF-FF-00-B4-FF-FF-FF-FF-FF-00-00-00-00-00;;
104868;1786821050433;1506;Trip / Kilometer & Betriebszähler;16;35;7;00-00-1B-A8-00-02-25-55-00-00-02-C4-00-00-00-00;;
105283;1786821050848;1508;Settings / Licht & Fahrstufe;17;35;–;01-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
105485;1786821051050;1509;BatteryChange / Akku-Livestand;11;35;0,1,5,6,9,10;00-00-FF-FF-4B-C4-E0-00-00-00-00;;
105698;1786821051263;150A;MotorUpdate / Motor-Livestand;10;35;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
105903;1786821051468;150B;Motor-/Controllerblock;20;35;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
106117;1786821051682;150D;Zweite Fahrstatistik;20;35;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
107159;1786821052724;1502;Akkuinformationen;16;36;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
107578;1786821053143;1505;BikePerformance / Fahrleistung;18;36;7;00-00-00-00-FF-FF-00-72-FF-FF-FF-FF-FF-00-00-00-00-00;;
107780;1786821053345;1506;Trip / Kilometer & Betriebszähler;16;36;7;00-00-1B-A8-00-02-25-58-00-00-02-C4-00-00-00-00;;
108196;1786821053761;1508;Settings / Licht & Fahrstufe;17;36;3;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
108409;1786821053974;1509;BatteryChange / Akku-Livestand;11;36;5,6;00-00-FF-FF-4B-C5-44-00-00-00-00;;
108613;1786821054178;150A;MotorUpdate / Motor-Livestand;10;36;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
108827;1786821054392;150B;Motor-/Controllerblock;20;36;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
109042;1786821054607;150D;Zweite Fahrstatistik;20;36;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
110076;1786821055641;1502;Akkuinformationen;16;37;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
110492;1786821056057;1505;BikePerformance / Fahrleistung;18;37;0,1,2,3,7;01-F4-01-F4-FF-FF-00-4B-FF-FF-FF-FF-FF-00-00-00-00-00;;
110704;1786821056269;1506;Trip / Kilometer & Betriebszähler;16;37;7;00-00-1B-A8-00-02-25-5B-00-00-02-C4-00-00-00-00;;
111122;1786821056687;1508;Settings / Licht & Fahrstufe;17;37;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
111325;1786821056890;1509;BatteryChange / Akku-Livestand;11;37;5,6;00-00-FF-FF-4B-C4-7C-00-00-00-00;;
111539;1786821057104;150A;MotorUpdate / Motor-Livestand;10;37;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
111752;1786821057317;150B;Motor-/Controllerblock;20;37;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
111954;1786821057519;150D;Zweite Fahrstatistik;20;37;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
113012;1786821058577;1502;Akkuinformationen;16;38;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
113418;1786821058983;1505;BikePerformance / Fahrleistung;18;38;0,1,2,3,7;05-DC-05-DC-FF-FF-00-40-FF-FF-FF-FF-FF-00-00-00-00-00;;
113619;1786821059184;1506;Trip / Kilometer & Betriebszähler;16;38;7;00-00-1B-A8-00-02-25-5E-00-00-02-C4-00-00-00-00;;
114046;1786821059611;1508;Settings / Licht & Fahrstufe;17;38;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
114249;1786821059814;1509;BatteryChange / Akku-Livestand;11;38;0,1,10;03-E8-FF-FF-4B-C4-7C-00-00-00-32;;
114462;1786821060027;150A;MotorUpdate / Motor-Livestand;10;38;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF;;
114667;1786821060232;150B;Motor-/Controllerblock;20;38;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
114879;1786821060444;150D;Zweite Fahrstatistik;20;38;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
115914;1786821061479;1502;Akkuinformationen;16;39;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
116341;1786821061906;1505;BikePerformance / Fahrleistung;18;39;0,1,2,3,7;00-00-00-00-FF-FF-00-5A-FF-FF-FF-FF-FF-00-00-00-00-00;;
116543;1786821062108;1506;Trip / Kilometer & Betriebszähler;16;39;7;00-00-1B-A8-00-02-25-61-00-00-02-C4-00-00-00-00;;
116961;1786821062526;1508;Settings / Licht & Fahrstufe;17;39;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
117173;1786821062738;1509;BatteryChange / Akku-Livestand;11;39;0,1,6,10;00-00-FF-FF-4B-C4-E0-00-00-00-00;;
117377;1786821062942;150A;MotorUpdate / Motor-Livestand;10;39;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
117591;1786821063156;150B;Motor-/Controllerblock;20;39;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
117794;1786821063359;150D;Zweite Fahrstatistik;20;39;–;00-DA-00-77-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
118840;1786821064405;1502;Akkuinformationen;16;40;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
119256;1786821064821;1505;BikePerformance / Fahrleistung;18;40;7;00-00-00-00-FF-FF-00-49-FF-FF-FF-FF-FF-00-00-00-00-00;;
119473;1786821065038;1506;Trip / Kilometer & Betriebszähler;16;40;7;00-00-1B-A8-00-02-25-64-00-00-02-C4-00-00-00-00;;
119885;1786821065450;1508;Settings / Licht & Fahrstufe;17;40;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
120102;1786821065667;1509;BatteryChange / Akku-Livestand;11;40;–;00-00-FF-FF-4B-C4-E0-00-00-00-00;;
120302;1786821065867;150A;MotorUpdate / Motor-Livestand;10;40;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
120515;1786821066080;150B;Motor-/Controllerblock;20;40;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
120717;1786821066282;150D;Zweite Fahrstatistik;20;40;3;00-DA-00-78-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
121765;1786821067330;1502;Akkuinformationen;16;41;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
122183;1786821067748;1505;BikePerformance / Fahrleistung;18;41;7;00-00-00-00-FF-FF-00-3B-FF-FF-FF-FF-FF-00-00-00-00-00;;
122384;1786821067949;1506;Trip / Kilometer & Betriebszähler;16;41;3,7;00-00-1B-A9-00-02-25-67-00-00-02-C4-00-00-00-00;;
122800;1786821068365;1508;Settings / Licht & Fahrstufe;17;41;–;01-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
